CO_ENTIDADE,NO_ENTIDADE,CO_ORGAO_REGIONAL,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_SALA_ATENDIMENTO_ESPECIAL,IN_QUADRA_ESPORTES,IN_BIBLIOTECA_SALA_LEITURA,IN_PARQUE_INFANTIL,IN_BERCARIO,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_EI,IN_BANHEIRO_PNE,IN_DEPENDENCIAS_PNE,IN_BANHEIRO_CHUVEIRO,IN_REFEITORIO,IN_AUDITORIO,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_ALOJAM_ALUNO,IN_AREA_VERDE,IN_LAVANDERIA,IN_INTERNET,IN_ALIMENTACAO,TP_ATIVIDADE_COMPLEMENTAR,IN_EDUCACAO_INDIGENA,IN_FINAL_SEMANA
43142451,EEI MUNDO ENCANTADO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
43142478,5234 EEI JARDIM DE OXUM,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
43142532,EEI A CASINHA DA VOVO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
43167535,EMEF SAO PEDRO,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0
43185053,5070 IEI CENEAMM 1 DE MAIO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
43185070,5038 IEI NOSSA SENHORA DE FATIMA -BOM JESUS,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43185088,5051 EEI TURMA DO BARULHO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43185096,5082 IEI MEDIANEIRA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
43185118,5086 EEI ARAPEI,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43185169,5024 IEI LAR DA CRIANCA MENINO JESUS DE PRAGA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0
43185185,5069 IEI CRECHE LAR DA CRIANCA,1,4,4305,43026,43,4314902,431490205,4,4,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43185207,5055 IEI VOVO IDA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0
43185223,5101 EEI BEM-ME-QUER,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0
43185231,5203 EEI AMIGO GERMANO,1,4,4305,43026,43,4314902,431490205,4,4,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43185240,5100 IEI ISABEL VIEIRA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43185258,5097 EEI PASSO A PASSO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
43185266,5019 IEI VOVO CAZEMIRO,1,4,4305,43026,43,4314902,431490205,4,4,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0
43185274,5035 EEI NOSSA SENHORA APARECIDA VILA PINTO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
43172393,ESCOLA DE ENSINO MEDIO VINICIUS DE MORAIS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
43172423,COLEGIO LEONARDO DA VINCI-ALFA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
43172440,COLEGIO LEONARDO DA VINCI- BETA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
43172458,ESCOLA DE ENSINO FUNDAMENTAL BORGHESI,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
43172474,EMEF JEAN PIAGET,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
43172482,EMEF VER ANTONIO GIUDICE,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
43172490,EMEF PROF ANISIO TEIXEIRA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0
43210902,ESCOLA EDUC INF CHAMEGUINHO,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43173330,COL JOAO PAULO I - UNIDADE SUL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0
43173349,COL CONHECER,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
43173454,EMEI NOVA GLEBA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0
43173462,EMEI PROTASIO ALVES,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0
43173470,EMEI PADRE ANGELO COSTA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
43173489,EMEI JARDIM CAMAQUA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
43188206,5083 EEI CASA DE NAZARE CENTRO DE APOIO AO MENOR,1,4,4305,43026,43,4314902,431490205,4,2,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
43188214,5121 IEI NSA SRA APARECIDA IPANEMA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43188222,5132 EEI ANANDA MARGA RESTINGA NOVA 2,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43188290,EEI GIRAFINHA TRAVESSA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43188303,ESCOLA INFANTIL FAZENDO E ACONTECENDO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
43188311,5114 EEI CAPELA NAVEGANTES,1,4,4305,43026,43,4314902,431490205,4,4,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43188338,CRECHE HAPPY BABY AND KIDS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43188370,CRECHE DESCOBRINDO O MUNDO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
43105289,ESC ENS FUND MARIA AUXILIADORA,1,4,4305,43026,43,4314902,431490205,4,4,0,NA,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
43105335,ESC ENS MEDIO MARIA IMACULADA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
43105343,ESC ENS FUN NOSSA SENHORA DO BRASIL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
43105351,COLEGIO ROMANO SAO MATEUS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
43105386,INST ESTADUAL PROFESSORA GEMA ANGELINA BELIA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
43105394,ESC EST ENS FUN NACOES UNIDAS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43105408,COLEGIO ADVENTISTA DE PORTO ALEGRE,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
43105416,6001 ESC ENS FUND PEQUENA CASA DA CRIANCA,1,4,4305,43026,43,4314902,431490205,4,4,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
43105440,EMEF AFONSO GUERREIRO LIMA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
43105459,EMEF AMERICA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
43105467,EMEF ARAMY SILVA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0
43105475,EMEF DECIO MARTINS COSTA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0
43105483,EMEF DOLORES ALCARAZ CALDAS,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
43105491,EMEF JOSE LOUREIRO DA SILVA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0
43106072,ESC EST ENS FUN PRUDENTE DE MORAIS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43106080,ESC EST ENS FUN CLOTILDE CACHAPUZ DE MEDEIROS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
43106099,ESC EST ENS FUN COELHO NETO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
43106102,ESC EST ENS FUN CORONEL TITO MARQUES FERNANDES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43106110,ESC EST ENS FUN GENERAL NETO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
43106129,ESC EST ENS FUN CUSTODIO DE MELLO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
43106137,ESC EST ENS FUN DOM PEDRO I,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
43106145,ESC EST ENS FUN ALMIRANTE ALVARO ALBERTO DA MOTTA E SILVA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43106153,ESC EST ENS FUN DESIDERIO TORQUATO FINAMOR,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43106161,ESC EST ED BAS DOLORES ALCARAZ CALDAS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
43106170,ESC EST ENS FUN IMPERATRIZ LEOPOLDINA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
43106188,ESC EST ENS FUN DONA LUIZA FREITAS VALE ARANHA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
43106196,ESC EST ENS MED RAFAELA REMIAO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
43106218,ESC EST ENS FUN DR FERREIRA DE ABREU,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43106226,ESC EST ENS FUN DR JOAO BATISTA DE LACERDA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43190278,ESCOLA DE EDUCACAO INFANTIL ESPACO ATIVO,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43175120,EMEF VILA MONTE CRISTO,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0
43175139,EMEI PONTA GROSSA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
43175147,EMEI HUMAITA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
43187358,FILHOTINHO CENTRO DE EDUCACAO INFANTIL LTDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43187382,5064 EEI RECREIO DA DIVISA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43187390,YK-ESPACO INFANTIL LTDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
43187412,CRECHE RECANTO DA CRIANCA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
43187455,EEI BISPO ISAAC RODRIGUES ACO -CACIM,1,4,4305,43026,43,4314902,431490205,4,4,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
43187471,5034 IEI ALAN BOM JESUS,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
43187510,EEI FAVINHO DE MEL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
43187528,CRECHE CIRCO DA FOLIA LTDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43187536,CENTRO INFANTIL SER CRIANCA LTDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
43002005,EEI GOLFINHO SAPECA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43108202,COL ESTADUAL FRANCISCO A VIEIRA CALDAS JR,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43108210,ESC EST ENS FUN LEA ROSA CECHINI BRUM,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43108229,ESC EST ENS FUN CIDADE JARDIM,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
43108237,COL ESTADUAL PAULA SOARES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43108245,ESC EST ENS FUN LIONS CLUB POA FARRAPOS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
43108253,CRECHE E BERCARIO GIORDANO BRUNO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
43108296,ESCOLA DE EDUCACAO INFANTIL GENTE MIUDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
43108318,ESC EST ENS MED BALTAZAR DE OLIVEIRA GARCIA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43108326,ESC EST ENS FUN LIDIA MOSCHETTI,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43108334,ESC EST ENS FUN TOYAMA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43108342,ESC EST ENS FUN MINISTRO POTY MEDEIROS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
43108350,ESC EST ENS FUN PONCHO VERDE,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
43108369,EMEI JP PATINHO FEIO,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
43108377,COLEGIO LUTERANO SAO PAULO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
43108385,ESC EST ENS FUN PROFESSORA MARIETA DA CUNHA SILVA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43109098,EMEF PROF LARRY JOSE RIBEIRO ALVES,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
43109101,EMEF VER MARTIM ARANHA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
43109110,ESC EST ENS FUN VILA CRUZEIRO DO SUL,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0
43109128,EMEF DEP MARCIRIO GOULART LOUREIRO,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
43109136,ESCOLA PANAMERICANA EDUC BASICA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0
43109144,EMEF LIDOVINO FANTON,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1
43109152,COLEGIO MURIALDO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
43109179,ESC EST ENS FUN JOSE GARIBALDI,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43109187,COL ESTADUAL PROF ELMANO LAUFFER LEAL,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0
43109195,EMEF PROF ANA IRIS DO AMARAL,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0
43109209,EMEF LAURO RODRIGUES,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0
43109217,EMEF JOAO ANTONIO SATTE,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
43109225,EMEF DEP VICTOR ISSLER,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
43109233,EMEF GABRIEL OBINO,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
43214401,CRECHE BERCARIO E REC CHORINHOS E DENGUINHOS LTDA-ME,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43178294,ESCOLA TECNICA FACTUM,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
43207707,EEI AO SOL NASCENTE,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43179886,ESC ESP DR JOAO ALFREDO DE AZEVEDO,1,4,4305,43026,43,4314902,431490205,4,4,1,3,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
43180523,ESC EST ENS MED PARA SURDOS PROF LILIA MAZERON,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
43002048,EEI AFETO,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43114946,ESCOLA DE ENSINO FUNDAMENTAL LUMIAR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0
43142591,EEI PEDACINHO DO CEU,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
43142656,EEF CANDEIA,1,4,4305,43026,43,4314902,431490205,4,2,0,NA,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
43142672,5242 IEI MARIA DE NAZARE III - IEIMAN,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
43181376,EMEI PAULO FREIRE,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
43169490,EMEF JOSE MARIANO BECK,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0
43185282,5072 IEI AMAVTRON,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43185290,5182 EEI CRECHE NAVEGANTES,1,4,4305,43026,43,4314902,431490205,4,4,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43185304,5003 EEI ESTRELINHA DO CEU,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
